"X","SERIAL","REF","version","faking","male","yob","german","educ","polint","lr","xm1","xm2","xm3","xm4","xm5","xm6","xm7","xw1","xw2","xw3","xw4","xh1","xh2","xh3","xh4","xj1","xj2","xj3","xj4","xf1","xf2","xf3","xf4","xr1","xr2","xr3","xr4","xd1","xd2","xd3","xd4","xo1","xo2","xo3","xo4","xm1a","xm2a","xm3a","xm4a","xm5a","xm6a","xm7a","xw1a","xw2a","xw3a","xw4a","xh1a","xh2a","xh3a","xh4a","xj1a","xj2a","xj3a","xj4a","xf1a","xf2a","xf3a","xf4a","xr1a","xr2a","xr3a","xr4a","xd1a","xd2a","xd3a","xd4a","xo1a","xo2a","xo3a","xo4a","xm2r","xw2r","xh2r","xj2r","xf2r","xr2r","xd2r","xo2r","xm3r","xw3r","xh3r","xj3r","xf3r","xr3r","xd3r","xo3r","dbm","dbw","dbh","dbj","dbf","dbr","dbd","dbo","dbma","dbwa","dbha","dbja","dbfa","dbra","dbda","dboa","am1","am2","am3","am4","cm1","cm2","cm3","cm4","sde1","sde2","sde3","sde4","sdd1","sdd2","sdd3","sdd4","am1a","am2a","am3a","am4a","cm1a","cm2a","cm3a","cm4a","sde1a","sde2a","sde3a","sde4a","sdd1a","sdd2a","sdd3a","sdd4a","am1r","am3r","cm1r","cm2r","sde2r","sde3r","sdd1r","sdd3r","aam","aaw","aah","aaj","aaf","aar","aad","aao","mot1","mot2","mot3","mot4","opp","anon","impDK","FI01_02","FI01_03","FI01_04","FI01_05","FI01_06","FI01_07","FI01_08","FI01_09","FI01_10","FI01_11","FI01_12","FI01_13","FI01_14","FI01_15","FI01_02a","FI01_03a","FI01_04a","FI01_05a","FI01_06a","FI01_07a","FI01_08a","FI01_09a","FI01_10a","FI01_11a","FI01_12a","FI01_13a","FI01_14a","FI01_15a","tdm1","tdm2","tdm3","tdm4","tdw1","tdw2","tdw3","tdw4","tdj1","tdj2","tdj3","tdj4","tdf1","tdf2","tdf3","tdf4","tdr1","tdr2","tdr3","tdr4","tdd1","tdd2","tdd3","tdd4","tdo1","tdo2","tdo3","tdo4","tdh1","tdh2","tdh3","tdh4","tdm1var","tdm2var","tdm3var","tdm4var","tdw1var","tdw2var","tdw3var","tdw4var","tdj1var","tdj2var","tdj3var","tdj4var","tdf1var","tdf2var","tdf3var","tdf4var","tdr1var","tdr2var","tdr3var","tdr4var","tdd1var","tdd2var","tdd3var","tdd4var","tdo1var","tdo2var","tdo3var","tdo4var","tdh1var","tdh2var","tdh3var","tdh4var","nsa","motiv","id"
"503",761,"b9fc87b73417d105c42881aeae695140",760,"SL","no faking","male",1986,"German","Hauptschule",4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,3,5,3,2,3,2,2,4,3,4,1,4,1,5378,9250,5736,7031,2955,6178,6978,8453,5444,7944,4914,4074,6052,3192,4494,4963,3,1,1,3,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,5,2,5,"implicit DK","substantive","substantive","substantive","substantive","substantive","substantive","substantive","don't know","substantive","don't know","substantive","substantive","substantive","substantive",1088,992,3436,1309,2680,2261,4472,4479,3896,2881,1380,3117,2558,2691,2.86036960985626,3.0605749486653,2.61088295687885,4.11909650924025,2.45893223819302,3.82956878850103,4.06673511293635,2.04209445585216,2.55441478439425,3.4394250513347,3.46509240246407,2.26488706365503,2.83675564681725,3.1611909650924,3.44558521560575,3.45379876796715,2.77618069815195,3.18172484599589,3.24332648870637,3.2217659137577,2.26488706365503,3.74640657084189,3.09034907597536,2.75154004106776,2.6611909650924,3.59958932238193,3.1611909650924,2.9435318275154,2.58624229979466,3.07700205338809,3.60369609856263,2.70739219712526,1.32066831134682,1.18954375953623,1.39519490303914,1.06288263610291,1.32359433661636,0.88973116021703,0.948265383000141,1.24899704759513,1.23393218543382,0.842678394685249,1.13084598323102,1.31311319380987,1.55091895975739,1.32548100563257,1.20515520701655,1.26970292349283,1.50381026947289,1.21154645658656,1.25316713481664,1.31150931410929,1.27200322464235,1.20078357964845,1.21485023773296,1.37294212737759,1.23349744962024,1.29068842315411,1.09320967983607,1.13452646507024,1.44527815705781,1.20166993421983,1.254909243623,1.31717037634193,7,13,248
"513",771,"8e3a5fbf17a120d62832f64a1e07e314",770,"SL","no faking","male",1961,"German","Hauptschule",3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,2,3,4,1,4,3,3,2,4,4,1,4,2,6909,6689,3854,3036,2569,5241,2422,6170,3323,3770,3965,3947,3188,2429,3271,5245,3,3,3,2,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,1,5,"explicit DK","substantive","substantive","substantive","substantive","don't know","substantive","don't know","don't know","substantive","substantive","don't know","don't know","substantive","don't know",1884,2576,3111,3259,2696,3330,2870,2427,2950,2753,5040,2838,3160,2111,2.86036960985626,3.0605749486653,2.61088295687885,4.11909650924025,2.45893223819302,3.82956878850103,4.06673511293635,2.04209445585216,2.55441478439425,3.4394250513347,3.46509240246407,2.26488706365503,2.83675564681725,3.1611909650924,3.44558521560575,3.45379876796715,2.77618069815195,3.18172484599589,3.24332648870637,3.2217659137577,2.26488706365503,3.74640657084189,3.09034907597536,2.75154004106776,2.6611909650924,3.59958932238193,3.1611909650924,2.9435318275154,2.58624229979466,3.07700205338809,3.60369609856263,2.70739219712526,1.32066831134682,1.18954375953623,1.39519490303914,1.06288263610291,1.32359433661636,0.88973116021703,0.948265383000141,1.24899704759513,1.23393218543382,0.842678394685249,1.13084598323102,1.31311319380987,1.55091895975739,1.32548100563257,1.20515520701655,1.26970292349283,1.50381026947289,1.21154645658656,1.25316713481664,1.31150931410929,1.27200322464235,1.20078357964845,1.21485023773296,1.37294212737759,1.23349744962024,1.29068842315411,1.09320967983607,1.13452646507024,1.44527815705781,1.20166993421983,1.254909243623,1.31717037634193,8,12,253
"521",779,"c4768b6451e0ed6b620474717533e7bb",778,"SL","no faking","female",1958,"German","Hauptschule",2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,3,2,1,4,5,3,1,2,2,2,3,3,3,10726,8493,20771,6181,11699,11655,6652,13331,11946,17953,14528,5075,13353,7500,12895,9711,4,2,4,5,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,3,5,"implicit DK","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive",5073,2293,9299,4508,5167,3246,7071,3024,2185,2376,2622,6500,5662,5539,2.86036960985626,3.0605749486653,2.61088295687885,4.11909650924025,2.45893223819302,3.82956878850103,4.06673511293635,2.04209445585216,2.55441478439425,3.4394250513347,3.46509240246407,2.26488706365503,2.83675564681725,3.1611909650924,3.44558521560575,3.45379876796715,2.77618069815195,3.18172484599589,3.24332648870637,3.2217659137577,2.26488706365503,3.74640657084189,3.09034907597536,2.75154004106776,2.6611909650924,3.59958932238193,3.1611909650924,2.9435318275154,2.58624229979466,3.07700205338809,3.60369609856263,2.70739219712526,1.32066831134682,1.18954375953623,1.39519490303914,1.06288263610291,1.32359433661636,0.88973116021703,0.948265383000141,1.24899704759513,1.23393218543382,0.842678394685249,1.13084598323102,1.31311319380987,1.55091895975739,1.32548100563257,1.20515520701655,1.26970292349283,1.50381026947289,1.21154645658656,1.25316713481664,1.31150931410929,1.27200322464235,1.20078357964845,1.21485023773296,1.37294212737759,1.23349744962024,1.29068842315411,1.09320967983607,1.13452646507024,1.44527815705781,1.20166993421983,1.254909243623,1.31717037634193,13,15,257
"529",787,"a4ef4a94c26d8d1a71903e001dfa67c9",786,"SL","no faking","female",1959,"German","Realschule",3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,3,2,1,1,3,5,4,2,4,2,2,4,1,9504,5804,5716,4608,9726,6470,7640,10180,9025,7702,6813,6236,5550,3783,4862,4870,4,4,4,5,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,5,3,4,"implicit DK","don't know","substantive","substantive","substantive","substantive","substantive","don't know","don't know","substantive","substantive","substantive","don't know","substantive","substantive",3386,1570,2678,1995,4696,3381,5541,3434,6520,3417,1929,2680,5013,2316,2.86036960985626,3.0605749486653,2.61088295687885,4.11909650924025,2.45893223819302,3.82956878850103,4.06673511293635,2.04209445585216,2.55441478439425,3.4394250513347,3.46509240246407,2.26488706365503,2.83675564681725,3.1611909650924,3.44558521560575,3.45379876796715,2.77618069815195,3.18172484599589,3.24332648870637,3.2217659137577,2.26488706365503,3.74640657084189,3.09034907597536,2.75154004106776,2.6611909650924,3.59958932238193,3.1611909650924,2.9435318275154,2.58624229979466,3.07700205338809,3.60369609856263,2.70739219712526,1.32066831134682,1.18954375953623,1.39519490303914,1.06288263610291,1.32359433661636,0.88973116021703,0.948265383000141,1.24899704759513,1.23393218543382,0.842678394685249,1.13084598323102,1.31311319380987,1.55091895975739,1.32548100563257,1.20515520701655,1.26970292349283,1.50381026947289,1.21154645658656,1.25316713481664,1.31150931410929,1.27200322464235,1.20078357964845,1.21485023773296,1.37294212737759,1.23349744962024,1.29068842315411,1.09320967983607,1.13452646507024,1.44527815705781,1.20166993421983,1.254909243623,1.31717037634193,13,11,261
"537",795,"67b21eb2fc9f74cbe1fd5330b71e5f8a",794,"SL","no faking","female",1974,"German","Realschule",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,1,1,1,4,4,NA,2,3,2,3,3,3,11546,3828,2790,3106,4991,2806,2375,7506,6629,4567,4581,4140,2946,3485,2704,4256,4,2,5,5,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,5,"explicit DK","don't know","substantive","don't know","don't know","substantive","substantive","don't know","don't know","substantive","substantive","substantive","don't know","don't know","don't know",9219,1654,7502,3623,4128,2371,4856,2449,3338,2255,1730,2045,6715,3638,2.86036960985626,3.0605749486653,2.61088295687885,4.11909650924025,2.45893223819302,3.82956878850103,4.06673511293635,2.04209445585216,2.55441478439425,3.4394250513347,3.46509240246407,2.26488706365503,2.83675564681725,3.1611909650924,3.44558521560575,3.45379876796715,2.77618069815195,3.18172484599589,3.24332648870637,3.2217659137577,2.26488706365503,3.74640657084189,3.09034907597536,2.75154004106776,2.6611909650924,3.59958932238193,3.1611909650924,2.9435318275154,2.58624229979466,3.07700205338809,3.60369609856263,2.70739219712526,1.32066831134682,1.18954375953623,1.39519490303914,1.06288263610291,1.32359433661636,0.88973116021703,0.948265383000141,1.24899704759513,1.23393218543382,0.842678394685249,1.13084598323102,1.31311319380987,1.55091895975739,1.32548100563257,1.20515520701655,1.26970292349283,1.50381026947289,1.21154645658656,1.25316713481664,1.31150931410929,1.27200322464235,1.20078357964845,1.21485023773296,1.37294212737759,1.23349744962024,1.29068842315411,1.09320967983607,1.13452646507024,1.44527815705781,1.20166993421983,1.254909243623,1.31717037634193,14,12,265
"547",805,"67151d4ece31c11fe3cf57c2a0cfc8a8",804,"SL","no faking","male",1963,"German","Hauptschule",2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,4,1,3,3,3,4,3,3,4,5,5,4,2,7579,6548,6133,7476,7188,11470,9538,63054,6098,6115,4598,4131,3995,228318,10760,5238,4,5,5,3,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,3,4,"implicit DK","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive",4839,1899,3506,2798,4243,1899,2707,2451,4168,2783,2345,2078,5270,5035,2.86036960985626,3.0605749486653,2.61088295687885,4.11909650924025,2.45893223819302,3.82956878850103,4.06673511293635,2.04209445585216,2.55441478439425,3.4394250513347,3.46509240246407,2.26488706365503,2.83675564681725,3.1611909650924,3.44558521560575,3.45379876796715,2.77618069815195,3.18172484599589,3.24332648870637,3.2217659137577,2.26488706365503,3.74640657084189,3.09034907597536,2.75154004106776,2.6611909650924,3.59958932238193,3.1611909650924,2.9435318275154,2.58624229979466,3.07700205338809,3.60369609856263,2.70739219712526,1.32066831134682,1.18954375953623,1.39519490303914,1.06288263610291,1.32359433661636,0.88973116021703,0.948265383000141,1.24899704759513,1.23393218543382,0.842678394685249,1.13084598323102,1.31311319380987,1.55091895975739,1.32548100563257,1.20515520701655,1.26970292349283,1.50381026947289,1.21154645658656,1.25316713481664,1.31150931410929,1.27200322464235,1.20078357964845,1.21485023773296,1.37294212737759,1.23349744962024,1.29068842315411,1.09320967983607,1.13452646507024,1.44527815705781,1.20166993421983,1.254909243623,1.31717037634193,12,14,270
"563",821,"b228ba6b1c54ec10485e0e3b07fd8047",820,"SL","no faking","female",1961,"German","Realschule",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,4,5,1,1,3,2,5,5,5,4,1,3,3,8327,9201,4283,5397,4515,4187,6859,7699,5693,6083,5862,3359,5948,4847,4061,4402,1,1,1,5,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,5,3,5,"explicit DK","substantive","don't know","substantive","substantive","substantive","substantive","substantive","don't know","substantive","substantive","substantive","don't know","don't know","don't know",1629,3247,7840,5400,3434,4480,6239,6428,9404,1857,2557,2767,3546,2841,2.86036960985626,3.0605749486653,2.61088295687885,4.11909650924025,2.45893223819302,3.82956878850103,4.06673511293635,2.04209445585216,2.55441478439425,3.4394250513347,3.46509240246407,2.26488706365503,2.83675564681725,3.1611909650924,3.44558521560575,3.45379876796715,2.77618069815195,3.18172484599589,3.24332648870637,3.2217659137577,2.26488706365503,3.74640657084189,3.09034907597536,2.75154004106776,2.6611909650924,3.59958932238193,3.1611909650924,2.9435318275154,2.58624229979466,3.07700205338809,3.60369609856263,2.70739219712526,1.32066831134682,1.18954375953623,1.39519490303914,1.06288263610291,1.32359433661636,0.88973116021703,0.948265383000141,1.24899704759513,1.23393218543382,0.842678394685249,1.13084598323102,1.31311319380987,1.55091895975739,1.32548100563257,1.20515520701655,1.26970292349283,1.50381026947289,1.21154645658656,1.25316713481664,1.31150931410929,1.27200322464235,1.20078357964845,1.21485023773296,1.37294212737759,1.23349744962024,1.29068842315411,1.09320967983607,1.13452646507024,1.44527815705781,1.20166993421983,1.254909243623,1.31717037634193,7,13,278
"573",831,"835fb34530df55454fbe403e07e58c6d",830,"SL","no faking","female",1961,"German","Abitur",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,2,4,2,1,2,4,5,4,3,5,1,4,1,5159,7988,4045,4033,4435,5358,4209,4643,5313,3950,4219,3469,3093,3005,3198,3931,3,2,2,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,1,5,"implicit DK","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","don't know",2089,2289,2007,2879,2356,1531,3202,1853,2052,1438,1252,2225,7539,3124,2.86036960985626,3.0605749486653,2.61088295687885,4.11909650924025,2.45893223819302,3.82956878850103,4.06673511293635,2.04209445585216,2.55441478439425,3.4394250513347,3.46509240246407,2.26488706365503,2.83675564681725,3.1611909650924,3.44558521560575,3.45379876796715,2.77618069815195,3.18172484599589,3.24332648870637,3.2217659137577,2.26488706365503,3.74640657084189,3.09034907597536,2.75154004106776,2.6611909650924,3.59958932238193,3.1611909650924,2.9435318275154,2.58624229979466,3.07700205338809,3.60369609856263,2.70739219712526,1.32066831134682,1.18954375953623,1.39519490303914,1.06288263610291,1.32359433661636,0.88973116021703,0.948265383000141,1.24899704759513,1.23393218543382,0.842678394685249,1.13084598323102,1.31311319380987,1.55091895975739,1.32548100563257,1.20515520701655,1.26970292349283,1.50381026947289,1.21154645658656,1.25316713481664,1.31150931410929,1.27200322464235,1.20078357964845,1.21485023773296,1.37294212737759,1.23349744962024,1.29068842315411,1.09320967983607,1.13452646507024,1.44527815705781,1.20166993421983,1.254909243623,1.31717037634193,9,13,283
"575",833,"862db1ce88038b30b2563568c80424dc",832,"SL","no faking","female",1977,"German","Abitur",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,4,2,1,4,3,2,2,3,3,2,1,1,14155,27592,6009,4041,3065,3458,4442,5932,3784,5894,7082,3363,37052,3689,5403,4580,3,2,2,4,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,5,1,5,"explicit DK","substantive","substantive","don't know","substantive","don't know","substantive","don't know","don't know","substantive","don't know","substantive","don't know","don't know","don't know",1892,3923,2858,3837,2579,1520,2618,1483,3914,1867,1952,1425,2812,1555,2.86036960985626,3.0605749486653,2.61088295687885,4.11909650924025,2.45893223819302,3.82956878850103,4.06673511293635,2.04209445585216,2.55441478439425,3.4394250513347,3.46509240246407,2.26488706365503,2.83675564681725,3.1611909650924,3.44558521560575,3.45379876796715,2.77618069815195,3.18172484599589,3.24332648870637,3.2217659137577,2.26488706365503,3.74640657084189,3.09034907597536,2.75154004106776,2.6611909650924,3.59958932238193,3.1611909650924,2.9435318275154,2.58624229979466,3.07700205338809,3.60369609856263,2.70739219712526,1.32066831134682,1.18954375953623,1.39519490303914,1.06288263610291,1.32359433661636,0.88973116021703,0.948265383000141,1.24899704759513,1.23393218543382,0.842678394685249,1.13084598323102,1.31311319380987,1.55091895975739,1.32548100563257,1.20515520701655,1.26970292349283,1.50381026947289,1.21154645658656,1.25316713481664,1.31150931410929,1.27200322464235,1.20078357964845,1.21485023773296,1.37294212737759,1.23349744962024,1.29068842315411,1.09320967983607,1.13452646507024,1.44527815705781,1.20166993421983,1.254909243623,1.31717037634193,9,12,284
"598",856,"a31dd99ab13b2cbcd8319b205524eb2d",854,"SL","no faking","female",1996,"German","Realschule",5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,5,4,4,5,4,5,4,5,4,4,4,5,1851,1648,1615,608,682,618,479,1241,645,1133,509,483,470,473,1119,1731,2,2,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,NA,4,"explicit DK","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive","substantive",479,626,996,459,789,1527,915,1212,824,1128,1237,958,391,532,2.86036960985626,3.0605749486653,2.61088295687885,4.11909650924025,2.45893223819302,3.82956878850103,4.06673511293635,2.04209445585216,2.55441478439425,3.4394250513347,3.46509240246407,2.26488706365503,2.83675564681725,3.1611909650924,3.44558521560575,3.45379876796715,2.77618069815195,3.18172484599589,3.24332648870637,3.2217659137577,2.26488706365503,3.74640657084189,3.09034907597536,2.75154004106776,2.6611909650924,3.59958932238193,3.1611909650924,2.9435318275154,2.58624229979466,3.07700205338809,3.60369609856263,2.70739219712526,1.32066831134682,1.18954375953623,1.39519490303914,1.06288263610291,1.32359433661636,0.88973116021703,0.948265383000141,1.24899704759513,1.23393218543382,0.842678394685249,1.13084598323102,1.31311319380987,1.55091895975739,1.32548100563257,1.20515520701655,1.26970292349283,1.50381026947289,1.21154645658656,1.25316713481664,1.31150931410929,1.27200322464235,1.20078357964845,1.21485023773296,1.37294212737759,1.23349744962024,1.29068842315411,1.09320967983607,1.13452646507024,1.44527815705781,1.20166993421983,1.254909243623,1.31717037634193,5,14,295
"599",857,"443d2af1c131d7894e0e6275ec0c0a86",855,"SL","no faking","female",1991,"German","Realschule",3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,2,1,1,1,4,4,3,3,4,4,1,4,3,2712,4291,3034,3276,2594,5449,2502,4308,3040,2138,6834,9940,5267,2252,2883,5641,4,1,5,5,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,1,5,"implicit DK","substantive","substantive","don't know","substantive","don't know","substantive","don't know","don't know","substantive","don't know","don't know","don't know","don't know","don't know",1651,1545,4701,2650,1284,1245,1637,1530,2524,1565,1408,2084,1241,1159,2.86036960985626,3.0605749486653,2.61088295687885,4.11909650924025,2.45893223819302,3.82956878850103,4.06673511293635,2.04209445585216,2.55441478439425,3.4394250513347,3.46509240246407,2.26488706365503,2.83675564681725,3.1611909650924,3.44558521560575,3.45379876796715,2.77618069815195,3.18172484599589,3.24332648870637,3.2217659137577,2.26488706365503,3.74640657084189,3.09034907597536,2.75154004106776,2.6611909650924,3.59958932238193,3.1611909650924,2.9435318275154,2.58624229979466,3.07700205338809,3.60369609856263,2.70739219712526,1.32066831134682,1.18954375953623,1.39519490303914,1.06288263610291,1.32359433661636,0.88973116021703,0.948265383000141,1.24899704759513,1.23393218543382,0.842678394685249,1.13084598323102,1.31311319380987,1.55091895975739,1.32548100563257,1.20515520701655,1.26970292349283,1.50381026947289,1.21154645658656,1.25316713481664,1.31150931410929,1.27200322464235,1.20078357964845,1.21485023773296,1.37294212737759,1.23349744962024,1.29068842315411,1.09320967983607,1.13452646507024,1.44527815705781,1.20166993421983,1.254909243623,1.31717037634193,14,13,296
